,Unnamed: 0,index,CF,file,channel,genotype
73,73,658,12000,F:\Fmr1 SD Tanks\WT\BA190305H\Block-2,15,WT
74,74,665,12000,F:\Fmr1 SD Tanks\WT\BA190305H\Block-2,16,WT
75,75,672,8000,F:\Fmr1 SD Tanks\KO\BA190306A\Block-3,1,KO
76,76,679,16000,F:\Fmr1 SD Tanks\KO\BA190306A\Block-3,2,KO
77,77,686,12000,F:\Fmr1 SD Tanks\KO\BA190306A\Block-3,3,KO
78,78,693,16000,F:\Fmr1 SD Tanks\KO\BA190306A\Block-3,4,KO
79,79,700,16000,F:\Fmr1 SD Tanks\KO\BA190306A\Block-3,5,KO
80,80,714,16000,F:\Fmr1 SD Tanks\KO\BA190306A\Block-3,7,KO
81,81,742,8000,F:\Fmr1 SD Tanks\KO\BA190306A\Block-3,11,KO
82,82,749,12000,F:\Fmr1 SD Tanks\KO\BA190306A\Block-3,12,KO
83,83,756,12000,F:\Fmr1 SD Tanks\KO\BA190306A\Block-3,13,KO
84,84,763,12000,F:\Fmr1 SD Tanks\KO\BA190306A\Block-3,14,KO
85,85,770,12000,F:\Fmr1 SD Tanks\KO\BA190306A\Block-3,15,KO
86,86,777,12000,F:\Fmr1 SD Tanks\KO\BA190306A\Block-3,16,KO
87,87,784,24000,F:\Fmr1 SD Tanks\KO\BA190306C\Block-3,1,KO
88,88,791,20000,F:\Fmr1 SD Tanks\KO\BA190306C\Block-3,2,KO
89,89,798,20000,F:\Fmr1 SD Tanks\KO\BA190306C\Block-3,3,KO
90,90,805,24000,F:\Fmr1 SD Tanks\KO\BA190306C\Block-3,4,KO
91,91,812,8000,F:\Fmr1 SD Tanks\KO\BA190306C\Block-3,5,KO
92,92,826,16000,F:\Fmr1 SD Tanks\KO\BA190306C\Block-3,7,KO
93,93,861,12000,F:\Fmr1 SD Tanks\KO\BA190306C\Block-3,12,KO
94,94,868,16000,F:\Fmr1 SD Tanks\KO\BA190306C\Block-3,13,KO
95,95,875,24000,F:\Fmr1 SD Tanks\KO\BA190306C\Block-3,14,KO
96,96,882,24000,F:\Fmr1 SD Tanks\KO\BA190306C\Block-3,15,KO
97,97,889,24000,F:\Fmr1 SD Tanks\KO\BA190306C\Block-3,16,KO
98,98,896,2000,F:\Fmr1 SD Tanks\KO\BA190306E\Block-3,1,KO
99,99,903,2000,F:\Fmr1 SD Tanks\KO\BA190306E\Block-3,2,KO
100,100,917,2000,F:\Fmr1 SD Tanks\KO\BA190306E\Block-3,4,KO
101,101,924,2000,F:\Fmr1 SD Tanks\KO\BA190306E\Block-3,5,KO
102,102,938,2000,F:\Fmr1 SD Tanks\KO\BA190306E\Block-3,7,KO
103,103,973,2000,F:\Fmr1 SD Tanks\KO\BA190306E\Block-3,12,KO
104,104,980,2000,F:\Fmr1 SD Tanks\KO\BA190306E\Block-3,13,KO
105,105,987,1500,F:\Fmr1 SD Tanks\KO\BA190306E\Block-3,14,KO
106,106,994,2000,F:\Fmr1 SD Tanks\KO\BA190306E\Block-3,15,KO
107,107,1001,2000,F:\Fmr1 SD Tanks\KO\BA190306E\Block-3,16,KO
108,108,1008,24000,F:\Fmr1 SD Tanks\KO\BA190306G\Block-3,1,KO
109,109,1015,24000,F:\Fmr1 SD Tanks\KO\BA190306G\Block-3,2,KO
110,110,1029,16000,F:\Fmr1 SD Tanks\KO\BA190306G\Block-3,4,KO
111,111,1036,16000,F:\Fmr1 SD Tanks\KO\BA190306G\Block-3,5,KO
112,112,1050,20000,F:\Fmr1 SD Tanks\KO\BA190306G\Block-3,7,KO
113,113,1057,20000,F:\Fmr1 SD Tanks\KO\BA190306G\Block-3,8,KO
114,114,1071,20000,F:\Fmr1 SD Tanks\KO\BA190306G\Block-3,10,KO
115,115,1085,20000,F:\Fmr1 SD Tanks\KO\BA190306G\Block-3,12,KO
116,116,1092,16000,F:\Fmr1 SD Tanks\KO\BA190306G\Block-3,13,KO
117,117,1106,20000,F:\Fmr1 SD Tanks\KO\BA190306G\Block-3,15,KO
118,118,1113,24000,F:\Fmr1 SD Tanks\KO\BA190306G\Block-3,16,KO
119,119,1120,35000,F:\Fmr1 SD Tanks\KO\BA190306I\Block-3,1,KO
120,120,1127,30000,F:\Fmr1 SD Tanks\KO\BA190306I\Block-3,2,KO
121,121,1134,2000,F:\Fmr1 SD Tanks\KO\BA190306I\Block-3,3,KO
122,122,1148,30000,F:\Fmr1 SD Tanks\KO\BA190306I\Block-3,5,KO
123,123,1162,35000,F:\Fmr1 SD Tanks\KO\BA190306I\Block-3,7,KO
124,124,1183,20000,F:\Fmr1 SD Tanks\KO\BA190306I\Block-3,10,KO
125,125,1197,30000,F:\Fmr1 SD Tanks\KO\BA190306I\Block-3,12,KO
126,126,1204,30000,F:\Fmr1 SD Tanks\KO\BA190306I\Block-3,13,KO
127,127,1211,30000,F:\Fmr1 SD Tanks\KO\BA190306I\Block-3,14,KO
128,128,1218,20000,F:\Fmr1 SD Tanks\KO\BA190306I\Block-3,15,KO
129,129,1225,30000,F:\Fmr1 SD Tanks\KO\BA190306I\Block-3,16,KO
130,130,1232,8000,F:\Fmr1 SD Tanks\KO\BA190312A\Block-3,1,KO
131,131,1239,8000,F:\Fmr1 SD Tanks\KO\BA190312A\Block-3,2,KO
132,132,1246,4000,F:\Fmr1 SD Tanks\KO\BA190312A\Block-3,3,KO
133,133,1253,8000,F:\Fmr1 SD Tanks\KO\BA190312A\Block-3,4,KO
134,134,1260,6000,F:\Fmr1 SD Tanks\KO\BA190312A\Block-3,5,KO
135,135,1267,6000,F:\Fmr1 SD Tanks\KO\BA190312A\Block-3,6,KO
136,136,1274,6000,F:\Fmr1 SD Tanks\KO\BA190312A\Block-3,7,KO
137,137,1302,6000,F:\Fmr1 SD Tanks\KO\BA190312A\Block-3,11,KO
138,138,1309,8000,F:\Fmr1 SD Tanks\KO\BA190312A\Block-3,12,KO
139,139,1316,8000,F:\Fmr1 SD Tanks\KO\BA190312A\Block-3,13,KO
140,140,1323,6000,F:\Fmr1 SD Tanks\KO\BA190312A\Block-3,14,KO
141,141,1330,6000,F:\Fmr1 SD Tanks\KO\BA190312A\Block-3,15,KO
142,142,1337,8000,F:\Fmr1 SD Tanks\KO\BA190312A\Block-3,16,KO
143,143,1344,24000,F:\Fmr1 SD Tanks\KO\BA190312C\Block-3,1,KO
144,144,1351,24000,F:\Fmr1 SD Tanks\KO\BA190312C\Block-3,2,KO
145,145,1358,35000,F:\Fmr1 SD Tanks\KO\BA190312C\Block-3,3,KO
146,146,1365,16000,F:\Fmr1 SD Tanks\KO\BA190312C\Block-3,4,KO
147,147,1372,24000,F:\Fmr1 SD Tanks\KO\BA190312C\Block-3,5,KO
148,148,1379,40000,F:\Fmr1 SD Tanks\KO\BA190312C\Block-3,6,KO
149,149,1386,16000,F:\Fmr1 SD Tanks\KO\BA190312C\Block-3,7,KO
150,150,1407,16000,F:\Fmr1 SD Tanks\KO\BA190312C\Block-3,10,KO
151,151,1414,35000,F:\Fmr1 SD Tanks\KO\BA190312C\Block-3,11,KO
152,152,1421,20000,F:\Fmr1 SD Tanks\KO\BA190312C\Block-3,12,KO
153,153,1428,24000,F:\Fmr1 SD Tanks\KO\BA190312C\Block-3,13,KO
154,154,1435,35000,F:\Fmr1 SD Tanks\KO\BA190312C\Block-3,14,KO
155,155,1442,24000,F:\Fmr1 SD Tanks\KO\BA190312C\Block-3,15,KO
156,156,1449,30000,F:\Fmr1 SD Tanks\KO\BA190312C\Block-3,16,KO
157,157,1456,1500,F:\Fmr1 SD Tanks\KO\BA190312E\Block-3,1,KO
158,158,1463,1500,F:\Fmr1 SD Tanks\KO\BA190312E\Block-3,2,KO
159,159,1470,1500,F:\Fmr1 SD Tanks\KO\BA190312E\Block-3,3,KO
160,160,1477,3000,F:\Fmr1 SD Tanks\KO\BA190312E\Block-3,4,KO
161,161,1484,1500,F:\Fmr1 SD Tanks\KO\BA190312E\Block-3,5,KO
162,162,1491,1500,F:\Fmr1 SD Tanks\KO\BA190312E\Block-3,6,KO
163,163,1498,1500,F:\Fmr1 SD Tanks\KO\BA190312E\Block-3,7,KO
164,164,1526,1500,F:\Fmr1 SD Tanks\KO\BA190312E\Block-3,11,KO
165,165,1533,2000,F:\Fmr1 SD Tanks\KO\BA190312E\Block-3,12,KO
166,166,1540,3000,F:\Fmr1 SD Tanks\KO\BA190312E\Block-3,13,KO
167,167,1547,1500,F:\Fmr1 SD Tanks\KO\BA190312E\Block-3,14,KO
168,168,1554,1500,F:\Fmr1 SD Tanks\KO\BA190312E\Block-3,15,KO
169,169,1561,2000,F:\Fmr1 SD Tanks\KO\BA190312E\Block-3,16,KO
170,170,1568,8000,F:\Fmr1 SD Tanks\KO\BA190312G\Block-3,1,KO
171,171,1575,8000,F:\Fmr1 SD Tanks\KO\BA190312G\Block-3,2,KO
172,172,1582,20000,F:\Fmr1 SD Tanks\KO\BA190312G\Block-3,3,KO
173,173,1589,16000,F:\Fmr1 SD Tanks\KO\BA190312G\Block-3,4,KO
174,174,1596,16000,F:\Fmr1 SD Tanks\KO\BA190312G\Block-3,5,KO
175,175,1603,24000,F:\Fmr1 SD Tanks\KO\BA190312G\Block-3,6,KO
176,176,1638,24000,F:\Fmr1 SD Tanks\KO\BA190312G\Block-3,11,KO
177,177,1645,16000,F:\Fmr1 SD Tanks\KO\BA190312G\Block-3,12,KO
178,178,1652,16000,F:\Fmr1 SD Tanks\KO\BA190312G\Block-3,13,KO
179,179,1659,12000,F:\Fmr1 SD Tanks\KO\BA190312G\Block-3,14,KO
180,180,1666,8000,F:\Fmr1 SD Tanks\KO\BA190312G\Block-3,15,KO
181,181,1673,8000,F:\Fmr1 SD Tanks\KO\BA190312G\Block-3,16,KO
182,182,1680,12000,F:\Fmr1 SD Tanks\KO\BA190312I\Block-3,1,KO
183,183,1687,16000,F:\Fmr1 SD Tanks\KO\BA190312I\Block-3,2,KO
184,184,1694,40000,F:\Fmr1 SD Tanks\KO\BA190312I\Block-3,3,KO
185,185,1701,12000,F:\Fmr1 SD Tanks\KO\BA190312I\Block-3,4,KO
186,186,1708,16000,F:\Fmr1 SD Tanks\KO\BA190312I\Block-3,5,KO
187,187,1715,8000,F:\Fmr1 SD Tanks\KO\BA190312I\Block-3,6,KO
188,188,1722,12000,F:\Fmr1 SD Tanks\KO\BA190312I\Block-3,7,KO
189,189,1743,8000,F:\Fmr1 SD Tanks\KO\BA190312I\Block-3,10,KO
190,190,1750,40000,F:\Fmr1 SD Tanks\KO\BA190312I\Block-3,11,KO
191,191,1757,12000,F:\Fmr1 SD Tanks\KO\BA190312I\Block-3,12,KO
192,192,1764,12000,F:\Fmr1 SD Tanks\KO\BA190312I\Block-3,13,KO
193,193,1771,12000,F:\Fmr1 SD Tanks\KO\BA190312I\Block-3,14,KO
194,194,1778,8000,F:\Fmr1 SD Tanks\KO\BA190312I\Block-3,15,KO
195,195,1785,12000,F:\Fmr1 SD Tanks\KO\BA190312I\Block-3,16,KO
196,196,1806,40000,F:\Fmr1 SD Tanks\WT\BA190313A\Block-3,3,WT
197,197,1862,30000,F:\Fmr1 SD Tanks\WT\BA190313A\Block-3,11,WT
198,198,1897,45000,F:\Fmr1 SD Tanks\WT\BA190313A\Block-3,16,WT
199,199,1904,16000,F:\Fmr1 SD Tanks\WT\BA190313E\Block-3,1,WT
200,200,1974,20000,F:\Fmr1 SD Tanks\WT\BA190313E\Block-3,11,WT
201,201,2016,45000,F:\Fmr1 SD Tanks\WT\BA190313G\Block-4,1,WT
202,202,2023,45000,F:\Fmr1 SD Tanks\WT\BA190313G\Block-4,2,WT
203,203,2030,45000,F:\Fmr1 SD Tanks\WT\BA190313G\Block-4,3,WT
204,204,2044,45000,F:\Fmr1 SD Tanks\WT\BA190313G\Block-4,5,WT
205,205,2051,45000,F:\Fmr1 SD Tanks\WT\BA190313G\Block-4,6,WT
206,206,2086,45000,F:\Fmr1 SD Tanks\WT\BA190313G\Block-4,11,WT
207,207,2093,55000,F:\Fmr1 SD Tanks\WT\BA190313G\Block-4,12,WT
208,208,2107,30000,F:\Fmr1 SD Tanks\WT\BA190313G\Block-4,14,WT
209,209,2114,45000,F:\Fmr1 SD Tanks\WT\BA190313G\Block-4,15,WT
210,210,2121,45000,F:\Fmr1 SD Tanks\WT\BA190313G\Block-4,16,WT
217,217,112,35000,F:\Fmr1 SD Tanks\WT\BA190313I\Block-3,1,WT
218,218,119,35000,F:\Fmr1 SD Tanks\WT\BA190313I\Block-3,2,WT
219,219,126,4000,F:\Fmr1 SD Tanks\WT\BA190313I\Block-3,3,WT
220,220,147,4000,F:\Fmr1 SD Tanks\WT\BA190313I\Block-3,6,WT
221,221,182,8000,F:\Fmr1 SD Tanks\WT\BA190313I\Block-3,11,WT
222,222,210,35000,F:\Fmr1 SD Tanks\WT\BA190313I\Block-3,15,WT
223,223,217,35000,F:\Fmr1 SD Tanks\WT\BA190313I\Block-3,16,WT
224,224,224,8000,F:\Fmr1 SD Tanks\WT\BA190313J\Block-3,1,WT
225,225,231,8000,F:\Fmr1 SD Tanks\WT\BA190313J\Block-3,2,WT
226,226,238,6000,F:\Fmr1 SD Tanks\WT\BA190313J\Block-3,3,WT
227,227,252,35000,F:\Fmr1 SD Tanks\WT\BA190313J\Block-3,5,WT
228,228,259,8000,F:\Fmr1 SD Tanks\WT\BA190313J\Block-3,6,WT
229,229,294,4000,F:\Fmr1 SD Tanks\WT\BA190313J\Block-3,11,WT
230,230,301,35000,F:\Fmr1 SD Tanks\WT\BA190313J\Block-3,12,WT
231,231,308,6000,F:\Fmr1 SD Tanks\WT\BA190313J\Block-3,13,WT
232,232,315,8000,F:\Fmr1 SD Tanks\WT\BA190313J\Block-3,14,WT
233,233,322,35000,F:\Fmr1 SD Tanks\WT\BA190313J\Block-3,15,WT
234,234,329,12000,F:\Fmr1 SD Tanks\WT\BA190313J\Block-3,16,WT
235,235,336,8000,F:\Fmr1 SD Tanks\WT\BA190326A\Block-3,1,WT
236,236,343,4000,F:\Fmr1 SD Tanks\WT\BA190326A\Block-3,2,WT
237,237,350,12000,F:\Fmr1 SD Tanks\WT\BA190326A\Block-3,3,WT
238,238,364,4000,F:\Fmr1 SD Tanks\WT\BA190326A\Block-3,5,WT
239,239,406,12000,F:\Fmr1 SD Tanks\WT\BA190326A\Block-3,11,WT
240,240,413,8000,F:\Fmr1 SD Tanks\WT\BA190326A\Block-3,12,WT
241,241,427,6000,F:\Fmr1 SD Tanks\WT\BA190326A\Block-3,14,WT
242,242,434,8000,F:\Fmr1 SD Tanks\WT\BA190326A\Block-3,15,WT
243,243,441,6000,F:\Fmr1 SD Tanks\WT\BA190326A\Block-3,16,WT
244,244,448,45000,F:\Fmr1 SD Tanks\WT\BA190326C\Block-3,1,WT
245,245,455,50000,F:\Fmr1 SD Tanks\WT\BA190326C\Block-3,2,WT
246,246,462,30000,F:\Fmr1 SD Tanks\WT\BA190326C\Block-3,3,WT
247,247,476,45000,F:\Fmr1 SD Tanks\WT\BA190326C\Block-3,5,WT
248,248,483,35000,F:\Fmr1 SD Tanks\WT\BA190326C\Block-3,6,WT
249,249,518,35000,F:\Fmr1 SD Tanks\WT\BA190326C\Block-3,11,WT
250,250,539,30000,F:\Fmr1 SD Tanks\WT\BA190326C\Block-3,14,WT
251,251,546,50000,F:\Fmr1 SD Tanks\WT\BA190326C\Block-3,15,WT
252,252,553,35000,F:\Fmr1 SD Tanks\WT\BA190326C\Block-3,16,WT
253,253,567,6000,F:\Fmr1 SD Tanks\WT\BA190326E\Block-3,2,WT
254,254,581,6000,F:\Fmr1 SD Tanks\WT\BA190326E\Block-3,4,WT
255,255,588,6000,F:\Fmr1 SD Tanks\WT\BA190326E\Block-3,5,WT
256,256,637,6000,F:\Fmr1 SD Tanks\WT\BA190326E\Block-3,12,WT
257,257,658,6000,F:\Fmr1 SD Tanks\WT\BA190326E\Block-3,15,WT
258,258,665,6000,F:\Fmr1 SD Tanks\WT\BA190326E\Block-3,16,WT
259,259,672,30000,F:\Fmr1 SD Tanks\WT\BA190326G\Block-3,1,WT
260,260,686,24000,F:\Fmr1 SD Tanks\WT\BA190326G\Block-3,3,WT
261,261,707,30000,F:\Fmr1 SD Tanks\WT\BA190326G\Block-3,6,WT
262,262,742,24000,F:\Fmr1 SD Tanks\WT\BA190326G\Block-3,11,WT
263,263,763,24000,F:\Fmr1 SD Tanks\WT\BA190326G\Block-3,14,WT
264,264,784,24000,F:\Fmr1 SD Tanks\WT\BA190326I\Block-3,1,WT
265,265,791,45000,F:\Fmr1 SD Tanks\WT\BA190326I\Block-3,2,WT
266,266,798,30000,F:\Fmr1 SD Tanks\WT\BA190326I\Block-3,3,WT
267,267,819,35000,F:\Fmr1 SD Tanks\WT\BA190326I\Block-3,6,WT
268,268,847,35000,F:\Fmr1 SD Tanks\WT\BA190326I\Block-3,10,WT
269,269,854,30000,F:\Fmr1 SD Tanks\WT\BA190326I\Block-3,11,WT
270,270,861,45000,F:\Fmr1 SD Tanks\WT\BA190326I\Block-3,12,WT
271,271,868,45000,F:\Fmr1 SD Tanks\WT\BA190326I\Block-3,13,WT
272,272,875,24000,F:\Fmr1 SD Tanks\WT\BA190326I\Block-3,14,WT
273,273,882,50000,F:\Fmr1 SD Tanks\WT\BA190326I\Block-3,15,WT
274,274,889,50000,F:\Fmr1 SD Tanks\WT\BA190326I\Block-3,16,WT
275,275,896,35000,F:\Fmr1 SD Tanks\KO\BA190328C\Block-3,1,KO
276,276,910,35000,F:\Fmr1 SD Tanks\KO\BA190328C\Block-3,3,KO
277,277,987,35000,F:\Fmr1 SD Tanks\KO\BA190328C\Block-3,14,KO
278,278,994,12000,F:\Fmr1 SD Tanks\KO\BA190328C\Block-3,15,KO
279,279,1008,6000,F:\Fmr1 SD Tanks\KO\BA190328E\Block-3,1,KO
280,280,1015,6000,F:\Fmr1 SD Tanks\KO\BA190328E\Block-3,2,KO
281,281,1022,12000,F:\Fmr1 SD Tanks\KO\BA190328E\Block-3,3,KO
282,282,1029,12000,F:\Fmr1 SD Tanks\KO\BA190328E\Block-3,4,KO
283,283,1036,12000,F:\Fmr1 SD Tanks\KO\BA190328E\Block-3,5,KO
284,284,1043,3000,F:\Fmr1 SD Tanks\KO\BA190328E\Block-3,6,KO
285,285,1050,12000,F:\Fmr1 SD Tanks\KO\BA190328E\Block-3,7,KO
286,286,1071,12000,F:\Fmr1 SD Tanks\KO\BA190328E\Block-3,10,KO
287,287,1078,12000,F:\Fmr1 SD Tanks\KO\BA190328E\Block-3,11,KO
288,288,1085,12000,F:\Fmr1 SD Tanks\KO\BA190328E\Block-3,12,KO
289,289,1092,12000,F:\Fmr1 SD Tanks\KO\BA190328E\Block-3,13,KO
290,290,1099,8000,F:\Fmr1 SD Tanks\KO\BA190328E\Block-3,14,KO
291,291,1106,12000,F:\Fmr1 SD Tanks\KO\BA190328E\Block-3,15,KO
292,292,1113,8000,F:\Fmr1 SD Tanks\KO\BA190328E\Block-3,16,KO
355,355,228,6000,F:\Fmr1 SD Tanks\WT\BA190305G\Block-2,13,WT
373,373,303,6000,F:\Fmr1 SD Tanks\KO\BA190306A\Block-3,6,KO
387,387,363,12000,F:\Fmr1 SD Tanks\KO\BA190306C\Block-3,10,KO
410,410,462,12000,F:\Fmr1 SD Tanks\KO\BA190306G\Block-3,11,KO
413,413,471,20000,F:\Fmr1 SD Tanks\KO\BA190306G\Block-3,14,KO
419,419,489,24000,F:\Fmr1 SD Tanks\KO\BA190306I\Block-3,4,KO
422,422,501,35000,F:\Fmr1 SD Tanks\KO\BA190306I\Block-3,8,KO
424,424,510,30000,F:\Fmr1 SD Tanks\KO\BA190306I\Block-3,11,KO
437,437,555,16000,F:\Fmr1 SD Tanks\KO\BA190312A\Block-3,10,KO
451,451,597,16000,F:\Fmr1 SD Tanks\KO\BA190312C\Block-3,8,KO
466,466,645,8000,F:\Fmr1 SD Tanks\KO\BA190312E\Block-3,8,KO
467,467,651,2000,F:\Fmr1 SD Tanks\KO\BA190312E\Block-3,10,KO
480,480,690,16000,F:\Fmr1 SD Tanks\KO\BA190312G\Block-3,7,KO
494,494,741,6000,F:\Fmr1 SD Tanks\KO\BA190312I\Block-3,8,KO
502,502,768,45000,F:\Fmr1 SD Tanks\WT\BA190313A\Block-3,1,WT
503,503,771,45000,F:\Fmr1 SD Tanks\WT\BA190313A\Block-3,2,WT
505,505,783,45000,F:\Fmr1 SD Tanks\WT\BA190313A\Block-3,6,WT
507,507,807,40000,F:\Fmr1 SD Tanks\WT\BA190313A\Block-3,14,WT
508,508,810,45000,F:\Fmr1 SD Tanks\WT\BA190313A\Block-3,15,WT
524,524,9,45000,F:\Fmr1 SD Tanks\WT\BA190313G\Block-4,4,WT
529,529,36,45000,F:\Fmr1 SD Tanks\WT\BA190313G\Block-4,13,WT
535,535,60,35000,F:\Fmr1 SD Tanks\WT\BA190313I\Block-3,5,WT
538,538,87,8000,F:\Fmr1 SD Tanks\WT\BA190313I\Block-3,14,WT
544,544,105,35000,F:\Fmr1 SD Tanks\WT\BA190313J\Block-3,4,WT
574,574,276,6000,F:\Fmr1 SD Tanks\WT\BA190326E\Block-3,13,WT
578,578,291,24000,F:\Fmr1 SD Tanks\WT\BA190326G\Block-3,2,WT
586,586,348,45000,F:\Fmr1 SD Tanks\WT\BA190326I\Block-3,5,WT
